collection_no,record_type,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,reference_nos,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,time_bins,time_contain,time_major,time_buffer,time_overlap,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,direct_ma,direct_ma_error,direct_ma_method,formation_alt,member_alt,stratgroup_alt,interval_lb,interval_ub,rock_no_sr,formation_no,rock_unit_senior,rock2_no_sr,formation2_no,rock_unit_senior2,ma_lb,ma_ub,zone_species,non_taxon_zone,non_taxon_zone_label
4277,col,-85.10805,31.72833,Sohl and Koch OFR # 240,0,The Narrows; USGS # 6412 : 25922 : 25935 : 27562 : 28442 : 25556,146,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1983,283,"28,329,915",US,Georgia,Clay,,seconds,outcrop,,gp_mid,-52.18,37.08,109,Providence,,Upper,member,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,"silty,carbonaceous",,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1983. Upper Cretaceous (Maestrichtian) Mollusca from the Haustator bilira Assemblage Zone in the East Gulf Coastal Plain. USGS Open File Report 83-451:1-239,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4278,col,-85.09417,31.72806,Sohl and Koch OFR # 241,0,Credilles Mill; USGS # 25520 : 26001 : 27024,26,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1983,283,"28,329,915",US,Georgia,Clay,,seconds,outcrop,,gp_mid,-52.17,37.07,109,Providence,,Upper,member,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,silty,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1983. Upper Cretaceous (Maestrichtian) Mollusca from the Haustator bilira Assemblage Zone in the East Gulf Coastal Plain. USGS Open File Report 83-451:1-239,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4279,col,-85.09417,31.72806,Sohl and Koch OFR # 242,0,Credilles Mill; USGS # 27024 : 26001 : 25520,78,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1983,283,"28,329,915",US,Georgia,Clay,,seconds,outcrop,,gp_mid,-52.17,37.07,109,Providence,,Upper,member,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,"silty,carbonaceous",,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1983. Upper Cretaceous (Maestrichtian) Mollusca from the Haustator bilira Assemblage Zone in the East Gulf Coastal Plain. USGS Open File Report 83-451:1-239,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4281,col,-85,31.80028,Sohl and Koch OFR # 244,0,SSE Hatcher; USGS # 23221,43,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1983,283,"28,329,915",US,Georgia,Quitman,,seconds,outcrop,,gp_mid,-52.04,37.11,109,Providence,,Upper,member,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,"silty,calcareous",,,,,,,marine indet.,passive margin,,paleoecologic,,USGS,some macrofossils,,,,,others collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1983. Upper Cretaceous (Maestrichtian) Mollusca from the Haustator bilira Assemblage Zone in the East Gulf Coastal Plain. USGS Open File Report 83-451:1-239,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4282,col,-84.97389,31.8175,Sohl and Koch OFR # 245,0,NE Morris; USGS # 25992,85,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1983,283,"28,329,915",US,Georgia,Quitman,,seconds,small collection,,gp_mid,-52.01,37.12,109,Providence,,Upper,member,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,"silty,carbonaceous",,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1983. Upper Cretaceous (Maestrichtian) Mollusca from the Haustator bilira Assemblage Zone in the East Gulf Coastal Plain. USGS Open File Report 83-451:1-239,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4283,col,-85.34666,31.92222,Sohl and Koch OFR # 246,0,Batesville-White Oak; USGS # 27897,47,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Alabama,Barbour,,seconds,small collection,,gp_mid,-52.32,37.34,109,Providence,,,member,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"phosphatic,gray",lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4284,col,-85.45472,31.95528,Sohl and Koch OFR # 247,0,2.3 mi S Johnson Cr; USGS # 26969,28,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Alabama,Barbour,,seconds,small collection,,gp_mid,-52.41,37.4,109,Providence,,,formation,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"phosphatic,gray",lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4285,col,-85.20667,31.89444,Sohl and Koch OFR # 248,0,Barbour Cr; USGS # 31356,48,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Alabama,Barbour,,seconds,small collection,,gp_mid,-52.2,37.27,109,Providence,,,member,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"phosphatic,gray",lithified,calcareous,,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4286,col,-85.20667,31.89444,Sohl and Koch OFR # 249,0,Barbour Cr; USGS # 32825,74,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Alabama,Barbour,,seconds,small collection,,gp_mid,-52.2,37.27,109,Providence,,Lower,member,Contusotruncana contusa,,,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,"argillaceous,calcareous",,,,,,,marine indet.,passive margin,,paleoecologic,"bulk,field collection",USGS,some macrofossils,,,,,Sohl collection,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19865,19864,Providence (Lower),0,0,,72.1,70,contusa,,
4288,col,-85.0875,31.71028,Sohl and Koch OFR # 252,0,Ft. Gaines NE 227 ft; USGS # 32281,9,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Lower,bed,Contusotruncana contusa,Ft. Gaines NE,227,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,351,M. Kosnik,M. Kosnik,L. Eccles,8/14/99,11/9/10,0,0,,,,,Ma1,Ma1,19865,19864,Providence (Lower),0,0,,72.1,70,contusa,,
4289,col,-85.0875,31.71028,Sohl and Koch OFR # 253,0,Ft. Gaines NE 221 ft; USGS # 32280,5,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Lower,bed,Contusotruncana contusa,Ft. Gaines NE,221,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,351,M. Kosnik,M. Kosnik,L. Eccles,8/14/99,11/9/10,0,0,,,,,Ma1,Ma1,19865,19864,Providence (Lower),0,0,,72.1,70,contusa,,
4291,col,-85.0875,31.71028,Sohl and Koch OFR # 255,0,Ft. Gaines NE 207 ft; USGS # 32278,18,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Lower,bed,Contusotruncana contusa,Ft. Gaines NE,207,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,351,M. Kosnik,M. Kosnik,L. Eccles,8/14/99,11/9/10,0,0,,,,,Ma1,Ma1,19865,19864,Providence (Lower),0,0,,72.1,70,contusa,,
4292,col,-85.0875,31.71028,Sohl and Koch OFR # 256,0,Ft. Gaines NE 206 ft; USGS # 32277,26,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Lower,bed,Contusotruncana contusa,Ft. Gaines NE,206,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,carbonaceous,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19865,19864,Providence (Lower),0,0,,72.1,70,contusa,,
4296,col,-85.0875,31.71028,Sohl and Koch OFR # 260,0,Ft. Gaines NE 184.5 ft; USGS # 32273,26,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Lower,bed,Contusotruncana contusa,Ft. Gaines NE,184.5,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,166,M. Kosnik,M. Kosnik,M. Clapham,8/14/99,7/28/17,0,0,,,,,Ma1,Ma1,19865,19864,Providence (Lower),0,0,,72.1,70,contusa,,
4297,col,-85.0875,31.71028,Sohl and Koch OFR # 261,0,Ft. Gaines NE 177 ft; USGS # 32272,22,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Lower,bed,Contusotruncana contusa,Ft. Gaines NE,177,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,"glauconitic,gray",lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19865,19864,Providence (Lower),0,0,,72.1,70,contusa,,
4298,col,-85.0875,31.71028,Sohl and Koch OFR # 262,0,Ft. Gaines NE 166 ft; USGS # 32271,30,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Lower,bed,Contusotruncana contusa,Ft. Gaines NE,166,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19865,19864,Providence (Lower),0,0,,72.1,70,contusa,,
4304,col,-85.0875,31.71028,Sohl and Koch OFR # 268,0,Ft. Gaines NE146 ft; USGS # 32265,4,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Upper,bed,Contusotruncana contusa,Ft. Gaines NE,NE146,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,351,M. Kosnik,M. Kosnik,L. Eccles,8/14/99,11/9/10,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4305,col,-85.0875,31.71028,Sohl and Koch OFR # 269,0,Ft. Gaines NE143 ft; USGS # 32264,18,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Upper,bed,Contusotruncana contusa,Ft. Gaines NE,NE143,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,argillaceous,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4310,col,-85.0875,31.71028,Sohl and Koch OFR # 274,0,Ft. Gaines NE 122 ft; USGS # 32259,18,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Upper,bed,Contusotruncana contusa,Ft. Gaines NE,122,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,carbonaceous,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,166,M. Kosnik,M. Kosnik,M. Clapham,8/14/99,7/28/17,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4311,col,-85.0875,31.71028,Sohl and Koch OFR # 275,0,Ft. Gaines NE 119 ft; USGS # 32258,12,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,Upper,bed,Contusotruncana contusa,Ft. Gaines NE,119,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,silty,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,351,M. Kosnik,M. Kosnik,L. Eccles,8/14/99,11/9/10,0,0,,,,,Ma1,Ma1,19866,19864,Providence (Upper),0,0,,72.1,70,contusa,,
4313,col,-85.0875,31.71028,Sohl and Koch OFR # 277,0,Ft. Gaines NE 117 ft; USGS # 32256,50,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Clay,,seconds,small collection,,gp_mid,-52.17,37.06,109,Providence,,,bed,Contusotruncana contusa,Ft. Gaines NE,117,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,claystone,,,"silty,sandy",,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4332,col,-85.71778,31.86889,Sohl and Koch OFR # 298,0,Josie Well; USGS # 32792,18,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Alabama,Pike,,seconds,small collection,,gp_mid,-52.72,37.41,109,Providence,,,bed,Contusotruncana contusa,Josie Well,335,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,"silty,carbonaceous",,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,166,M. Kosnik,M. Kosnik,M. Clapham,8/14/99,7/28/17,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4334,col,-85,31.81583,Sohl and Koch OFR # 301,0,Hatcher Well 1; USGS # 32797 : 98,16,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Quitman,,seconds,small collection,,gp_mid,-52.03,37.13,109,Providence,,,bed,Contusotruncana contusa,Hatcher Well,235,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,"argillaceous,carbonaceous",,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,166,M. Kosnik,M. Kosnik,M. Clapham,8/14/99,7/28/17,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4335,col,-85,31.81583,Sohl and Koch OFR # 302,0,Hatcher Well 1; USGS # 32799,25,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Quitman,,seconds,small collection,,gp_mid,-52.03,37.13,109,Providence,,,bed,Contusotruncana contusa,Hatcher Well,231,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,166,M. Kosnik,M. Kosnik,M. Clapham,8/14/99,7/28/17,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
4336,col,-85,31.81583,Sohl and Koch OFR # 303,0,Hatcher Well 1; USGS # 32800,24,Early Maastrichtian,Early Maastrichtian,72.1,70,Sohl and Koch,1987,281,"28,129,915",US,Georgia,Quitman,,seconds,small collection,,gp_mid,-52.03,37.13,109,Providence,,,bed,Contusotruncana contusa,Hatcher Well,224,,,,,"Foraminiferal zonation from King and Skotnicki, 1992.",Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,Maastrichtian,,sandstone,gray,lithified,,,,,,,,marine indet.,passive margin,,paleoecologic,core,USGS,some macrofossils,,,,,Subsurface data 1981-83,,"GCP,marine invertebrate",N. F. Sohl and C. F. Koch. 1987. Upper Cretaceous (Maestrichtian) larger invertebrates from the Haustator bilira Assemblage Zone in the Atlantic Coastal Plain with further data for the East Gulf. USGS Open File Report 87-194:1-172,8,8,604,M. Kosnik,M. Kosnik,M. Manojlovic,8/14/99,7/25/16,0,0,,,,,Ma1,Ma1,19864,19864,Providence,0,0,,72.1,70,contusa,,
